route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
20,26949505,"Sassenage, Les Engenières",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_20_4,1,2
3,27341634,"Échirolles, Centre du graphisme",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C3_2,1,2
A,27063843,"Fontaine, La Poya",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_A_4,1,2
B,27660215,"Gières, Plaine des Sports",12345-MGHLV39_ST0_39_HI2223,0,SEM_B_1,1,2
E,27167403,"Grenoble, Louise Michel",12345-MGHLV17_ST0_17_HI2223,0,SEM_E_2,1,2
A,27063871,"Fontaine, La Poya",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_A_4,1,2
6,26676161,"Grenoble, Oxford",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,0,SEM_C6_2,1,2
A,27170677,"Le Pont-de-Claix, L'Etoile",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_A_3,1,2
4,27535982,"Grenoble, Victor Hugo",12345-MEILV08_ST21_8_HI2223,1,SEM_C4_2,1,2
E,27115112,"Fontanil-Cornillon, Palluel",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_E_1,1,2
3,27341752,"Échirolles, Centre du graphisme",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C3_2,1,2
C,27677499,"Seyssins, Le Prisme",12345-MGHLV39_ST0_39_HI2223,1,SEM_C_2,1,2
1,27608088,"Meylan, Maupertuis",12345-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C1_2,1,2
E,27574404,"Fontanil-Cornillon, Palluel",12345-MGHLV39_ST0_39_HI2223,1,SEM_E_1,1,2
14,27368501,"Grenoble, Verdun - Préfecture",1234567-MAHD06_ST6_6_HI2223-MAHD07_ST6_7_HI2223,0,SEM_14_1,1,2
E,27444019,"Fontanil-Cornillon, Palluel",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_E_1,1,2
1,27447628,"Meylan, Maupertuis",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,0,SEM_C1_2,1,2
E,27167114,"Fontanil-Cornillon, Palluel",12345-MGHLV17_ST0_17_HI2223,1,SEM_E_1,1,2
19,26948740,"Seyssins, Garlettes",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_19_1,1,2
47,27675039,"Claix, Val d'Allières",1234567-MFHS10_ST5_10_HI2223,0,SEM_47_1,1,2
A,27064364,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
60,27307924,"Proveysieux, Planfay Haut",**3**-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_60_2,1,2
C,27257843,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,0,SEM_C_1,1,2
42,26716940,"Meylan, La Détourbe",1234567-MFHS09_ST5_9_HI2223-MFHS10_ST5_10_HI2223,1,SEM_42_1,1,2
7,27535175,"Gières, Universités - IUT - UFRAPS",12345-MSILV07_ST21_7_HI2223,0,SEM_C7_1,1,2
A,27064453,"Fontaine, La Poya",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,1,SEM_A_4,1,2
2,27623349,"Grenoble, Louise Michel",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_C2_1,1,2
E,27167857,"Gières, Plaine des Sports",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,0,SEM_E_3,1,2
A,27170896,"Le Pont-de-Claix, L'Etoile",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_A_3,1,2
C,27150924,"Seyssins, Le Prisme",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,1,SEM_C_2,1,2
D,27607940,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV32_ST0_32_HI2223-MGHLV35_ST0_35_HI2223-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_D_1,1,2
2,27583103,"Claix, Pont Rouge",12345-MEILV08_ST21_8_HI2223,0,SEM_C2_2,1,2
E,27167837,"Grenoble, Louise Michel",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,0,SEM_E_2,1,2
B,27660034,"Grenoble, Oxford",12345-MGHLV39_ST0_39_HI2223,1,SEM_B_2,1,2
23,27137704,"Saint-Martin-d'Hères, Bibliothèques Universitaires",1234567-MFHD06_ST6_6_HI2223-MFHD07_ST6_7_HI2223,1,SEM_23_2,1,2
16,27243446,"Le Pont-de-Claix, Gendarmerie",123456*-MSILV04_ST21_4_HI2223,1,SEM_16_2,1,2
2,27334858,"Grenoble, Louise Michel",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_C2_1,1,2
5,27452439,"Grenoble, Palais de Justice - Gare",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_C5_1,1,2
A,27063904,"Fontaine, La Poya",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_A_4,1,2
46,26719254,"Saint-Paul-de-Varces, Saint-Paul-de-Varces Place",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,0,SEM_46_5,1,2
E,27167703,"Fontanil-Cornillon, Palluel",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,1,SEM_E_1,1,2
6,26682842,"Saint-Martin-d'Hères, Henri Wallon",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_C6_1,1,2
7,27442738,"Gières, Universités - IUT - UFRAPS",12345-MSILV04_ST21_4_HI2223,0,SEM_C7_1,1,2
41,27370248,"La Tronche, Grand Sablon",1234567-MFHS09_ST5_9_HI2223-MFHS10_ST5_10_HI2223,1,SEM_41_2,1,2
25,27665412,"Le Gua, Les Saillants",12345-MAHLV07_ST0_7_HI2223,0,SEM_25_1,1,2
3,27535783,"Grenoble, Victor Hugo",12345-MEILV08_ST21_8_HI2223,0,SEM_C3_1,1,2
5,27315298,"Grenoble, Palais de Justice - Gare",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C5_1,1,2
1,27608142,"Grenoble, Cité Jean Macé",12345-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_C1_4,1,2
68,27368138,"Eybens, Le Verderet",1234567-MFHS09_ST5_9_HI2223-MFHS10_ST5_10_HI2223,1,SEM_68_2,1,2
21,27366910,"Seyssins, Le Prisme",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_21_2,1,2
B,27605053,"Gières, Plaine des Sports",12345-MGHLV35_ST0_35_HI2223,0,SEM_B_1,1,2
3,26979812,"Échirolles, Centre du graphisme",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_C3_2,1,2
1,27445293,"Meylan, Maupertuis",12345-MSILV04_ST21_4_HI2223,0,SEM_C1_2,1,2
7,27215287,"Échirolles, Comboire",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_C7_2,1,2
1,27608112,"Grenoble, Cité Jean Macé",12345-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_C1_5,1,2
12,26966515,"Eybens, Maisons Neuves",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_12_2,1,2
83,27144313,"Seyssins, Seyssins Le Prisme",12345-MGHLV38_ST0_38_HI2223,1,,1,2
A,27593587,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2223,1,SEM_A_4,1,2
12,26980305,"Saint-Martin-d'Hères, Les Alloves",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223-MEILV08_ST21_8_HI2223,1,SEM_12_1,1,2
47,26719839,"Claix, Val d'Allières",1234567-MFHS09_ST5_9_HI2223,0,SEM_47_1,1,2
6,27534795,"Grenoble, Oxford",12345-MSILV07_ST21_7_HI2223,0,SEM_C6_2,1,2
B,27604154,"Grenoble, Oxford",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_B_2,1,2
5,27315267,"Grenoble, Palais de Justice - Gare",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C5_1,1,2
23,27137563,"Vizille, Le Péage",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,0,SEM_23_1,1,2
65,27675107,"Vizille, Le Péage",1234567-MFHS10_ST5_10_HI2223,0,SEM_65_6,1,2
1,27445382,"Grenoble, Cité Jean Macé",12345-MSILV04_ST21_4_HI2223,1,SEM_C1_5,1,2
3,26963622,"Grenoble, Victor Hugo",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_C3_1,1,2
21,27367902,"Seyssins, Le Prisme",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_21_2,1,2
15,27482904,"Grenoble, Verdun - Préfecture",12345-MAHLV07_ST0_7_HI2223,1,SEM_15_9,1,2
54,26929830,"Saint-Égrève, Pont de Vence",1234567-MFHS09_ST5_9_HI2223-MFHS10_ST5_10_HI2223,1,SEM_54_2,1,2
4,27341579,"Eybens, Le Verderet",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_C4_1,1,2
6,26683835,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_C6_1,1,2
C,27272411,"Seyssins, Le Prisme",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,1,SEM_C_2,1,2
C,27606761,"Seyssins, Le Prisme",12345-MGHLV35_ST0_35_HI2223,1,SEM_C_2,1,2
7,26690648,"Gières, Universités - IUT - UFRAPS",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C7_1,1,2
B,27639404,"Gières, Plaine des Sports",12345-MGHLV37_ST0_37_HI2223,0,SEM_B_1,1,2
B,27639319,"Gières, Plaine des Sports",12345-MGHLV37_ST0_37_HI2223,0,SEM_B_1,1,2
A,27593687,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2223,1,SEM_A_4,1,2
12,26966617,"Saint-Martin-d'Hères, Les Alloves",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_12_1,1,2
12,26969709,"Eybens, Maisons Neuves",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_12_2,1,2
41,26687527,"La Tronche, Grand Sablon",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_41_2,1,2
6,26683858,"Grenoble, Oxford",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_C6_2,1,2
A,27064402,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
19,26948923,"Sassenage, L'Ovalie",12345-MSILV04_ST21_4_HI2223-MSILV07_ST21_7_HI2223,1,SEM_19_2,1,2
12,26980370,"Eybens, Maisons Neuves",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223-MEILV08_ST21_8_HI2223,0,SEM_12_9,1,2
14,27482748,"Gières, Gières Gare - Universités",12345-MAHLV07_ST0_7_HI2223,1,SEM_14_2,1,2
3,27341821,"Échirolles, Centre du graphisme",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C3_2,1,2
B,27660280,"Gières, Plaine des Sports",12345-MGHLV39_ST0_39_HI2223,0,SEM_B_1,1,2
5,27485850,"Gières, Universités - Biologie",12345-MSILV04_ST21_4_HI2223,1,SEM_C5_2,1,2
15,27430421,"Domène, Les Arnauds",12345-MAVLV05_ST21_5_HI2223,0,SEM_15_6,1,2
A,27063776,"Le Pont-de-Claix, L'Etoile",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_A_3,1,2
C,27044241,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,0,SEM_C_1,1,2
1,27445421,"Grenoble, Cité Jean Macé",12345-MSILV04_ST21_4_HI2223,1,SEM_C1_5,1,2
A,27063724,"Fontaine, La Poya",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_A_4,1,2
C,27044179,"Gières, Plaine des Sports",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,0,SEM_C_1,1,2
C,27272344,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,0,SEM_C_1,1,2
A,27593809,"Le Pont-de-Claix, L'Etoile",12345-MEILV08_ST21_8_HI2223,0,SEM_A_3,1,2
16,26950674,"Le Pont-de-Claix, Gendarmerie",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_16_2,1,2
4,27154375,"Eybens, Le Verderet",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_C4_1,1,2
21,27366935,"Claix, Pont Rouge",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_21_1,1,2
5,27485936,"Grenoble, Palais de Justice - Gare",12345-MSILV04_ST21_4_HI2223,0,SEM_C5_1,1,2
6,26683945,"Grenoble, Oxford",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_C6_2,1,2
46,26719296,"Varces-Allières-et-Risset, Rond-Point de l'Europe",1234567-MFHS09_ST5_9_HI2223-MFHS10_ST5_10_HI2223,1,SEM_46_6,1,2
2,27335450,"Grenoble, Louise Michel",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C2_1,1,2
20,26949468,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_20_1,1,2
E,27115169,"Grenoble, Louise Michel",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,0,SEM_E_2,1,2
C,27044237,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,0,SEM_C_1,1,2
E,27443863,"Fontanil-Cornillon, Palluel",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_E_1,1,2
D,27607944,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV32_ST0_32_HI2223-MGHLV35_ST0_35_HI2223-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_D_4,1,2
1,27608006,"Grenoble, Cité Jean Macé",12345-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_C1_5,1,2
C,27606652,"Seyssins, Le Prisme",12345-MGHLV35_ST0_35_HI2223,1,SEM_C_2,1,2
D,27044017,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHS06_ST5_6_HI2223,0,SEM_D_4,1,2
E,27069946,"Fontanil-Cornillon, Palluel",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,1,SEM_E_1,1,2
D,27044064,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS06_ST5_6_HI2223,1,SEM_D_2,1,2
C,27677509,"Seyssins, Le Prisme",12345-MGHLV39_ST0_39_HI2223,1,SEM_C_2,1,2
A,27064350,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
4,27154515,"Eybens, Le Verderet",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_C4_1,1,2
B,27660056,"Grenoble, Oxford",12345-MGHLV39_ST0_39_HI2223,1,SEM_B_2,1,2
13,27058143,"Poisat, Cimetière Intercommunal",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_13_1,1,2
D,27044029,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS06_ST5_6_HI2223,1,SEM_D_3,1,2
C,27670315,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV38_ST0_38_HI2223,0,SEM_C_1,1,2
6,27188152,"Grenoble, Oxford",12345-MSILV04_ST21_4_HI2223,0,SEM_C6_2,1,2
22,26916936,"Saint-Égrève, Saint Egrève Gare",12345-MSILV04_ST21_4_HI2223-MSILV07_ST21_7_HI2223,0,SEM_22_3,1,2
5,27503131,"Grenoble, Palais de Justice - Gare",12345-MSILV07_ST21_7_HI2223,0,SEM_C5_1,1,2
46,26719267,"Varces-Allières-et-Risset, Collège Jules Verne",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_46_6,1,2
A,27593610,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2223,1,SEM_A_4,1,2
C,27272332,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,0,SEM_C_1,1,2
50,27148978,"Sassenage, Les Côtes",1234567-MFHS09_ST5_9_HI2223-MFHS10_ST5_10_HI2223,1,SEM_50_1,1,2
2,27583129,"Claix, Pont Rouge",12345-MEILV08_ST21_8_HI2223,0,SEM_C2_2,1,2
14,27482714,"Grenoble, Verdun - Préfecture",12345-MAHLV07_ST0_7_HI2223,0,SEM_14_5,1,2
2,27623332,"Claix, Pont Rouge",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C2_2,1,2
E,27069972,"Grenoble, Louise Michel",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,0,SEM_E_2,1,2
B,27150290,"Gières, Plaine des Sports",12345-MGHLV17_ST0_17_HI2223,0,SEM_B_1,1,2
1,27445407,"Grenoble, Cité Jean Macé",12345-MSILV04_ST21_4_HI2223,1,SEM_C1_4,1,2
A,27064158,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
B,27604405,"Grenoble, Oxford",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_B_2,1,2
D,27044093,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS06_ST5_6_HI2223,1,SEM_D_3,1,2
3,26979641,"Grenoble, Victor Hugo",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C3_1,1,2
C,27606766,"Seyssins, Le Prisme",12345-MGHLV35_ST0_35_HI2223,1,SEM_C_2,1,2
3,27535693,"Échirolles, Centre du graphisme",12345-MEILV08_ST21_8_HI2223,1,SEM_C3_2,1,2
A,27063772,"Fontaine, La Poya",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_A_4,1,2
16,26950087,"Le Pont-de-Claix, Gendarmerie",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_16_2,1,2
C,27150743,"Seyssins, Le Prisme",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,1,SEM_C_2,1,2
5,27437833,"Grenoble, Palais de Justice - Gare",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,0,SEM_C5_1,1,2
C,27272392,"Seyssins, Le Prisme",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,1,SEM_C_2,1,2
20,26949494,"Veurey-Voroize, La Rive",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_20_4,1,2
B,27639224,"Gières, Plaine des Sports",12345-MGHLV37_ST0_37_HI2223,0,SEM_B_1,1,2
22,26917016,"Saint-Égrève, Saint Egrève Gare",12345-MSILV04_ST21_4_HI2223-MSILV07_ST21_7_HI2223,0,SEM_22_3,1,2
A,27063635,"Fontaine, La Poya",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_A_4,1,2
C,27257865,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,0,SEM_C_1,1,2
44,27143384,"Miribel-Lanchâtre, Le Vernay",12345-MFVLV05c_ST21_5_HI2223-MFVLV07c_ST21_7_HI2223,1,SEM_44_4,1,2
42,26716196,"Meylan, La Détourbe",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_42_3,1,2
C,27272419,"Seyssins, Le Prisme",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,1,SEM_C_2,1,2
B,27150475,"Gières, Plaine des Sports",12345-MGHLV17_ST0_17_HI2223,0,SEM_B_1,1,2
12,26966537,"Eybens, Maisons Neuves",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_12_2,1,2
4,26979872,"Grenoble, Victor Hugo",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_C4_2,1,2
2,27623329,"Claix, Pont Rouge",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C2_2,1,2
B,27604873,"Gières, Plaine des Sports",12345-MGHLV35_ST0_35_HI2223,0,SEM_B_1,1,2
2,27334975,"Grenoble, Louise Michel",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_C2_1,1,2
A,27064398,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
3,26963431,"Grenoble, Victor Hugo",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_C3_1,1,2
E,27574330,"Fontanil-Cornillon, Palluel",12345-MGHLV39_ST0_39_HI2223,1,SEM_E_1,1,2
E,27167884,"Grenoble, Louise Michel",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,0,SEM_E_2,1,2
2,27623426,"Claix, Pont Rouge",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C2_2,1,2
13,27058024,"Poisat, Cimetière Intercommunal",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_13_5,1,2
1,27445357,"Grenoble, Cité Jean Macé",12345-MSILV04_ST21_4_HI2223,1,SEM_C1_5,1,2
C,27677385,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV39_ST0_39_HI2223,0,SEM_C_1,1,2
20,26949780,"Sassenage, Les Engenières",12345-MSILV04_ST21_4_HI2223-MSILV07_ST21_7_HI2223,1,SEM_20_4,1,2
19,26948729,"Seyssins, Garlettes",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_19_1,1,2
E,27444124,"Gières, Plaine des Sports",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_E_3,1,2
D,27607854,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV32_ST0_32_HI2223-MGHLV35_ST0_35_HI2223-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_D_3,1,2
3,27535723,"Échirolles, Centre du graphisme",12345-MEILV08_ST21_8_HI2223,1,SEM_C3_2,1,2
A,27064295,"Fontaine, La Poya",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,1,SEM_A_4,1,2
25,27665400,"Le Gua, Les Saillants",12345-MAHLV07_ST0_7_HI2223,0,SEM_25_1,1,2
1,27608077,"Meylan, Maupertuis",12345-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C1_2,1,2
D,27043920,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,1,SEM_D_2,1,2
5,27315308,"Gières, Universités - Biologie",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_C5_2,1,2
E,27167805,"Fontanil-Cornillon, Palluel",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,1,SEM_E_1,1,2
A,27063422,"Fontaine, La Poya",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,1,SEM_A_4,1,2
14,27373314,"Grenoble, Verdun - Préfecture",1234567-MAHS07_ST5_7_HI2223,0,SEM_14_5,1,2
7,26690640,"Gières, Universités - IUT - UFRAPS",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C7_1,1,2
B,27660146,"Grenoble, Oxford",12345-MGHLV39_ST0_39_HI2223,1,SEM_B_2,1,2
3,26963445,"Grenoble, Victor Hugo",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_C3_1,1,2
A,27064155,"Fontaine, La Poya",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,1,SEM_A_4,1,2
12,26966527,"Eybens, Maisons Neuves",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_12_9,1,2
