route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
C,27606504,"Gières, Plaine des Sports",12345-MGHLV35_ST0_35_HI2223,0,SEM_C_1,1,2
2,27335398,"Claix, Pont Rouge",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_C2_2,1,2
16,26950100,"Meylan, Lycée du Grésivaudan",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_16_1,1,2
A,27638449,"Le Pont-de-Claix, L'Etoile",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,0,SEM_A_3,1,2
E,27115134,"Fontanil-Cornillon, Palluel",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_E_1,1,2
5,27315310,"Gières, Universités - Biologie",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_C5_2,1,2
E,27443918,"Fontanil-Cornillon, Palluel",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_E_1,1,2
C,27670209,"Seyssins, Le Prisme",12345-MGHLV38_ST0_38_HI2223,1,SEM_C_2,1,2
D,27538078,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV39_ST0_39_HI2223,1,SEM_D_3,1,2
15,27368683,"Grenoble, Verdun - Préfecture",1234567-MAHD06_ST6_6_HI2223-MAHD07_ST6_7_HI2223,1,SEM_15_2,1,2
B,27089438,"Gières, Plaine des Sports",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,0,SEM_B_1,1,2
B,27088606,"Grenoble, Oxford",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,1,SEM_B_2,1,2
1,27608004,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C1_6,1,2
A,27593780,"Grenoble, Grand'place",12345-MEILV08_ST21_8_HI2223,0,SEM_A_1,1,2
A,27063709,"Le Pont-de-Claix, L'Etoile",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_A_3,1,2
B,27639327,"Gières, Plaine des Sports",12345-MGHLV37_ST0_37_HI2223,0,SEM_B_1,1,2
C,27272241,"Gières, Plaine des Sports",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,0,SEM_C_1,1,2
6,27534706,"Saint-Martin-d'Hères, Henri Wallon",12345-MSILV07_ST21_7_HI2223,1,SEM_C6_1,1,2
A,27638787,"Fontaine, La Poya",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,1,SEM_A_4,1,2
C,27670286,"Seyssins, Le Prisme",12345-MGHLV38_ST0_38_HI2223,1,SEM_C_2,1,2
20,26949441,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_20_3,1,2
B,27660045,"Grenoble, Oxford",12345-MGHLV39_ST0_39_HI2223,1,SEM_B_2,1,2
14,27373286,"Grenoble, Verdun - Préfecture",1234567-MAHS07_ST5_7_HI2223,0,SEM_14_1,1,2
A,27638584,"Le Pont-de-Claix, L'Etoile",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,0,SEM_A_3,1,2
B,27606424,"Grenoble, Notre-Dame - Musée",12345-MGHLV35_ST0_35_HI2223,0,SEM_B_1,1,2
4,26979752,"Eybens, Le Verderet",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C4_1,1,2
2,27623315,"Grenoble, Louise Michel",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_C2_1,1,2
3,26979648,"Grenoble, Victor Hugo",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C3_1,1,2
2,27583068,"Grenoble, Louise Michel",12345-MEILV08_ST21_8_HI2223,1,SEM_C2_1,1,2
7,26690772,"Gières, Universités - IUT - UFRAPS",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C7_1,1,2
C,27670253,"Seyssins, Le Prisme",12345-MGHLV38_ST0_38_HI2223,1,SEM_C_2,1,2
1,27466779,"Grenoble, Cité Jean Macé",12345-MSHLVH05_ST8_5_HI2223,1,SEM_C1_5,1,2
E,27443892,"Grenoble, Louise Michel",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_E_2,1,2
B,27604980,"Gières, Plaine des Sports",12345-MGHLV35_ST0_35_HI2223,0,SEM_B_1,1,2
B,27604800,"Gières, Plaine des Sports",12345-MGHLV35_ST0_35_HI2223,0,SEM_B_1,1,2
A,27064242,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
A,27063812,"Le Pont-de-Claix, L'Etoile",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_A_3,1,2
22,26916995,"Grenoble, Oxford",12345-MSILV04_ST21_4_HI2223-MSILV07_ST21_7_HI2223,1,SEM_22_2,1,2
B,27604901,"Gières, Plaine des Sports",12345-MGHLV35_ST0_35_HI2223,0,SEM_B_1,1,2
7,26700882,"Gières, Universités - Biologie",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,0,SEM_C7_1,1,2
E,27115253,"Fontanil-Cornillon, Palluel",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_E_1,1,2
19,26948779,"Seyssins, Garlettes",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_19_1,1,2
A,27593811,"Le Pont-de-Claix, L'Etoile",12345-MEILV08_ST21_8_HI2223,0,SEM_A_3,1,2
B,27639151,"Gières, Plaine des Sports",12345-MGHLV37_ST0_37_HI2223,0,SEM_B_1,1,2
D,27043917,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,1,SEM_D_3,1,2
2,27583127,"Claix, Pont Rouge",12345-MEILV08_ST21_8_HI2223,0,SEM_C2_2,1,2
1,27466646,"Meylan, Maupertuis",12345-MSHLVH05_ST8_5_HI2223,0,SEM_C1_2,1,2
B,27089550,"Gières, Plaine des Sports",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,0,SEM_B_1,1,2
2,27623405,"Claix, Pont Rouge",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C2_2,1,2
61,27370837,"Quaix-en-Chartreuse, Quaix-en-Chartreuse Village",123456*-MFVLV05c_ST21_5_HI2223-MFVLV07c_ST21_7_HI2223,1,SEM_61_4,1,2
16,26950148,"Corenc, Montfleury",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_16_1,1,2
B,27150397,"Gières, Plaine des Sports",12345-MGHLV17_ST0_17_HI2223,0,SEM_B_1,1,2
5,27503176,"Grenoble, Palais de Justice - Gare",12345-MSILV07_ST21_7_HI2223,0,SEM_C5_1,1,2
21,27366098,"Seyssins, Le Prisme",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,1,SEM_21_2,1,2
4,27154475,"Grenoble, Victor Hugo",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_C4_2,1,2
A,27064440,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
D,27043875,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,1,SEM_D_2,1,2
3,26963475,"Grenoble, Victor Hugo",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_C3_1,1,2
4,27154476,"Grenoble, Victor Hugo",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_C4_2,1,2
6,26682753,"Grenoble, Oxford",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C6_2,1,2
15,27482863,"Grenoble, Verdun - Préfecture",12345-MAHLV07_ST0_7_HI2223,1,SEM_15_11,1,2
D,27043984,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHS06_ST5_6_HI2223,0,SEM_D_4,1,2
C,27670241,"Seyssins, Le Prisme",12345-MGHLV38_ST0_38_HI2223,1,SEM_C_2,1,2
E,27115281,"Fontanil-Cornillon, Palluel",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_E_1,1,2
B,27089491,"Grenoble, Oxford",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_B_2,1,2
3,27341623,"Échirolles, Centre du graphisme",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C3_2,1,2
1,27608153,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C1_6,1,2
6,26683830,"Grenoble, Oxford",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_C6_2,1,2
2,27334960,"Claix, Pont Rouge",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_C2_2,1,2
C,27257900,"Seyssins, Le Prisme",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_C_2,1,2
4,27154576,"Grenoble, Victor Hugo",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_C4_2,1,2
15,27368695,"Grenoble, Verdun - Préfecture",1234567-MAHD06_ST6_6_HI2223-MAHD07_ST6_7_HI2223,1,SEM_15_11,1,2
B,27660246,"Gières, Plaine des Sports",12345-MGHLV39_ST0_39_HI2223,0,SEM_B_1,1,2
15,27430374,"Domène, Les Arnauds",12345-MAVLV05_ST21_5_HI2223,0,SEM_15_13,1,2
C,27272508,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,0,SEM_C_1,1,2
A,27638683,"Fontaine, La Poya",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,1,SEM_A_4,1,2
B,27604229,"Grenoble, Oxford",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_B_2,1,2
12,26966580,"Eybens, Maisons Neuves",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_12_9,1,2
26,26686036,"Grenoble, Gare Routière",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_26_3,1,2
6,27534794,"Grenoble, Oxford",12345-MSILV07_ST21_7_HI2223,0,SEM_C6_2,1,2
1,27447634,"Meylan, Maupertuis",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,0,SEM_C1_2,1,2
2,27335353,"Grenoble, Louise Michel",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C2_1,1,2
42,27211656,"La Tronche, Grand Sablon",1234567-MFHD06_ST6_6_HI2223-MFHD07_ST6_7_HI2223,0,SEM_42_2,1,2
73,26685275,"Notre-Dame-de-Commiers, Le Moulin",12*45-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_73_1,1,2
1,27466831,"Grenoble, Cité Jean Macé",12345-MSHLVH05_ST8_5_HI2223,1,SEM_C1_5,1,2
26,26686164,"Saint-Georges-de-Commiers, St-G.-de-Commiers Gare",12345-MFVLV05c_ST21_5_HI2223-MFVLV07c_ST21_7_HI2223,0,SEM_26_4,1,2
15,27430375,"Domène, Les Arnauds",12345-MAVLV05_ST21_5_HI2223,0,SEM_15_13,1,2
D,27044049,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS06_ST5_6_HI2223,1,SEM_D_2,1,2
1,27608185,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C1_6,1,2
C,27606651,"Seyssins, Le Prisme",12345-MGHLV35_ST0_35_HI2223,1,SEM_C_2,1,2
22,26916784,"Saint-Égrève, Saint Egrève Gare",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_22_1,1,2
C,27670199,"Seyssins, Le Prisme",12345-MGHLV38_ST0_38_HI2223,1,SEM_C_2,1,2
D,27539491,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS08_ST5_8_HI2223,1,SEM_D_3,1,2
19,26912713,"Sassenage, L'Ovalie",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_19_2,1,2
1,27290780,"Meylan, Maupertuis",1234567-MSHSAH14_ST5_14_HI2223,0,SEM_C1_2,1,2
C,27272271,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,0,SEM_C_1,1,2
C,27670109,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV38_ST0_38_HI2223,0,SEM_C_1,1,2
E,27574320,"Fontanil-Cornillon, Palluel",12345-MGHLV39_ST0_39_HI2223,1,SEM_E_1,1,2
B,27150257,"Grenoble, Oxford",12345-MGHLV17_ST0_17_HI2223,1,SEM_B_2,1,2
B,27604817,"Gières, Plaine des Sports",12345-MGHLV35_ST0_35_HI2223,0,SEM_B_1,1,2
5,27452430,"Gières, Universités - Biologie",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_C5_2,1,2
20,26949463,"Sassenage, Les Engenières",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_20_4,1,2
E,27574281,"Grenoble, Louise Michel",12345-MGHLV39_ST0_39_HI2223,0,SEM_E_2,1,2
A,27170841,"Le Pont-de-Claix, L'Etoile",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_A_3,1,2
B,27604459,"Grenoble, Oxford",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_B_2,1,2
2,27583041,"Grenoble, Louise Michel",12345-MEILV08_ST21_8_HI2223,1,SEM_C2_1,1,2
C,27606686,"Seyssins, Le Prisme",12345-MGHLV35_ST0_35_HI2223,1,SEM_C_2,1,2
C,27670233,"Seyssins, Le Prisme",12345-MGHLV38_ST0_38_HI2223,1,SEM_C_2,1,2
A,27063374,"Le Pont-de-Claix, L'Etoile",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_A_3,1,2
1,27466677,"Meylan, Maupertuis",12345-MSHLVH05_ST8_5_HI2223,0,SEM_C1_2,1,2
4,26979910,"Grenoble, Victor Hugo",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_C4_2,1,2
62,27203900,"Grenoble, Notre-Dame - Musée",1234567-MFHD06_ST6_6_HI2223-MFHD07_ST6_7_HI2223,0,SEM_62_6,1,2
67,27500242,"Herbeys, Herbeys Le Bourg",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_67_1,1,2
3,27154294,"Échirolles, Centre du graphisme",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_C3_2,1,2
C,27677517,"Seyssins, Le Prisme",12345-MGHLV39_ST0_39_HI2223,1,SEM_C_2,1,2
A,27064456,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
2,27334675,"Claix, Pont Rouge",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_C2_2,1,2
13,26980685,"Poisat, Cimetière Intercommunal",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223-MEILV08_ST21_8_HI2223,0,SEM_13_5,1,2
20,26949695,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSILV04_ST21_4_HI2223-MSILV07_ST21_7_HI2223,0,SEM_20_3,1,2
D,27043928,"Gières, Plaine des Sports",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,0,SEM_D_4,1,2
42,26716209,"Meylan, La Détourbe",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_42_1,1,2
5,27503097,"Gières, Universités - Biologie",12345-MSILV07_ST21_7_HI2223,1,SEM_C5_2,1,2
D,27043913,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,1,SEM_D_2,1,2
25,27665440,"Grenoble, Colonel Dumont",12345-MAHLV07_ST0_7_HI2223,1,SEM_25_2,1,2
1,27466673,"Grenoble, Cité Jean Macé",12345-MSHLVH05_ST8_5_HI2223,1,SEM_C1_4,1,2
D,27538104,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV39_ST0_39_HI2223,1,SEM_D_3,1,2
7,27442631,"Échirolles, Comboire",12345-MSILV04_ST21_4_HI2223,1,SEM_C7_2,1,2
B,27088603,"Gières, Plaine des Sports",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,0,SEM_B_1,1,2
4,27535865,"Eybens, Le Verderet",12345-MEILV08_ST21_8_HI2223,0,SEM_C4_1,1,2
C,27257897,"Seyssins, Le Prisme",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_C_2,1,2
A,27064386,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
A,27170907,"Le Pont-de-Claix, L'Etoile",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_A_3,1,2
4,27535934,"Grenoble, Victor Hugo",12345-MEILV08_ST21_8_HI2223,1,SEM_C4_2,1,2
7,27442728,"Gières, Universités - IUT - UFRAPS",12345-MSILV04_ST21_4_HI2223,0,SEM_C7_1,1,2
1,27290792,"Meylan, Maupertuis",1234567-MSHSAH14_ST5_14_HI2223,0,SEM_C1_2,1,2
16,26950676,"Le Pont-de-Claix, Gendarmerie",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_16_2,1,2
E,27444030,"Fontanil-Cornillon, Palluel",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_E_1,1,2
D,27539471,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHS08_ST5_8_HI2223,0,SEM_D_1,1,2
2,27623393,"Claix, Pont Rouge",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C2_2,1,2
13,27058121,"Poisat, Cimetière Intercommunal",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_13_5,1,2
D,27540312,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHD03_ST6_3_HI2223,0,SEM_D_4,1,2
C,27150935,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,0,SEM_C_1,1,2
6,26676066,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,1,SEM_C6_1,1,2
B,27604921,"Gières, Plaine des Sports",12345-MGHLV35_ST0_35_HI2223,0,SEM_B_1,1,2
B,27604314,"Gières, Plaine des Sports",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_B_1,1,2
6,26682847,"Saint-Martin-d'Hères, Henri Wallon",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_C6_1,1,2
E,27444053,"Grenoble, Louise Michel",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_E_2,1,2
1,27502819,"Grenoble, Cité Jean Macé",12345-MSILV07_ST21_7_HI2223,1,SEM_C1_1,1,2
1,27466820,"Meylan, Maupertuis",12345-MSHLVH05_ST8_5_HI2223,0,SEM_C1_2,1,2
B,27088571,"Gières, Plaine des Sports",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,0,SEM_B_1,1,2
B,27604240,"Grenoble, Oxford",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_B_2,1,2
2,27334720,"Claix, Pont Rouge",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_C2_2,1,2
2,27623429,"Grenoble, Louise Michel",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_C2_1,1,2
A,27593673,"Le Pont-de-Claix, L'Etoile",12345-MEILV08_ST21_8_HI2223,0,SEM_A_3,1,2
B,27089450,"Gières, Plaine des Sports",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,0,SEM_B_1,1,2
25,27665385,"Le Gua, Les Saillants",12345-MAHLV07_ST0_7_HI2223,0,SEM_25_1,1,2
81,27640351,"Fontaine, La Poya",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,1,,1,2
C,27257947,"Seyssins, Le Prisme",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_C_2,1,2
16,26950151,"Meylan, Lycée du Grésivaudan",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_16_1,1,2
20,26949459,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_20_1,1,2
2,27623346,"Grenoble, Louise Michel",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_C2_1,1,2
E,27444099,"Fontanil-Cornillon, Palluel",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_E_1,1,2
4,27154390,"Grenoble, Victor Hugo",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_C4_2,1,2
16,27503385,"Corenc, Montfleury",12345-MSILV07_ST21_7_HI2223,0,SEM_16_1,1,2
12,26966578,"Eybens, Maisons Neuves",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_12_2,1,2
4,27341608,"Grenoble, Victor Hugo",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C4_2,1,2
1,27428764,"Meylan, Maupertuis",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_C1_2,1,2
25,26918201,"Le Gua, Les Saillants",12345-MAVLV05_ST21_5_HI2223,0,SEM_25_1,1,2
A,27638654,"Fontaine, La Poya",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,1,SEM_A_4,1,2
5,27437836,"Grenoble, Palais de Justice - Gare",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,0,SEM_C5_1,1,2
2,27623288,"Grenoble, Louise Michel",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_C2_1,1,2
4,26979768,"Eybens, Le Verderet",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C4_1,1,2
E,27167603,"Grenoble, Louise Michel",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,0,SEM_E_2,1,2
21,27366092,"Seyssins, Le Prisme",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,1,SEM_21_2,1,2
16,27243484,"Corenc, Montfleury",123456*-MSILV04_ST21_4_HI2223,0,SEM_16_1,1,2
22,26916789,"Grenoble, Oxford",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_22_2,1,2
12,26963347,"Eybens, Maisons Neuves",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_12_9,1,2
12,26966566,"Eybens, Maisons Neuves",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_12_2,1,2
25,26918198,"Le Gua, Les Saillants",12345-MAVLV05_ST21_5_HI2223,0,SEM_25_1,1,2
14,27482737,"Gières, Gières Gare - Universités",12345-MAHLV07_ST0_7_HI2223,1,SEM_14_2,1,2
40,27453822,"Grenoble, Victor Hugo",12345-MFVLV05c_ST21_5_HI2223,1,SEM_40_2,1,2
3,27154198,"Grenoble, Victor Hugo",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_C3_1,1,2
25,27665428,"Le Gua, Les Saillants",12345-MAHLV07_ST0_7_HI2223,0,SEM_25_1,1,2
A,27063444,"Fontaine, La Poya",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,1,SEM_A_4,1,2
6,26682740,"Grenoble, Oxford",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C6_2,1,2
4,27341611,"Grenoble, Victor Hugo",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C4_2,1,2
A,27593571,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2223,1,SEM_A_4,1,2
15,27430479,"Grenoble, Verdun - Préfecture",12345-MAVLV05_ST21_5_HI2223,1,SEM_15_4,1,2
D,27539528,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS08_ST5_8_HI2223,1,SEM_D_3,1,2
1,27502877,"Grenoble, Cité Jean Macé",12345-MSILV07_ST21_7_HI2223,1,SEM_C1_5,1,2
